,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
4523,Azure Cloud Fundamentals for Data Science with Python,https://www.futurelearn.com/courses/cloudswyft-msft-azure-cloud-fundamentals-data-science,"_x000D_
Learn how to use cloud computing - including Microsoft Azure - to support your data science activities. ",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Azure Cloud Fundamentals for Data Science with Python,https://www.futurelearn.com/courses/cloudswyft-msft-azure-cloud-fundamentals-data-science,"_x000D_
Learn how to use cloud computing - including Microsoft Azure - to support your data science activities. ",6 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4524,Data Query with Transact-SQL with Python,https://www.futurelearn.com/courses/querying-data-with-transact-sql-et2,"_x000D_
Grow your  understanding of Transact-SQ and explore the Transact-SQL language. _x000D_
",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Data Query with Transact-SQL with Python,https://www.futurelearn.com/courses/querying-data-with-transact-sql-et2,"_x000D_
Grow your  understanding of Transact-SQ and explore the Transact-SQL language. _x000D_
",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4525,Essential Mathematics for Data Analysis in Microsoft Excel,https://www.futurelearn.com/courses/essentialmathfordataanalysisusingexcelonline,"_x000D_
Understand the basic maths that powers data analysis with this beginner’s course. _x000D_
",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Essential Mathematics for Data Analysis in Microsoft Excel,https://www.futurelearn.com/courses/essentialmathfordataanalysisusingexcelonline,"_x000D_
Understand the basic maths that powers data analysis with this beginner’s course. _x000D_
",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4526,Introduction to Data Science with Microsoft Azure,https://www.futurelearn.com/courses/cloudswyft-introduction-to-data-science-et,This course is designed as a progressive step in your data science with Azure journey,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Introduction to Data Science with Microsoft Azure,https://www.futurelearn.com/courses/cloudswyft-introduction-to-data-science-et,This course is designed as a progressive step in your data science with Azure journey,5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4527,Learning and Memory: Understandings from Educational Neuroscience,https://www.futurelearn.com/courses/learning-and-memory,"15,786 enrolled on this course",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Learning and Memory: Understandings from Educational Neuroscience,https://www.futurelearn.com/courses/learning-and-memory,"15,786 enrolled on this course",3 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4528,Mathematics for Data Science: Essential Mathematics for Machine Learning and AI,https://www.futurelearn.com/courses/essential-mathematics-for-mla-et,"_x000D_
Learn the mathematical foundations required to put you on your career path as a machine learning engineer or AI professional._x000D_
",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Mathematics for Data Science: Essential Mathematics for Machine Learning and AI,https://www.futurelearn.com/courses/essential-mathematics-for-mla-et,"_x000D_
Learn the mathematical foundations required to put you on your career path as a machine learning engineer or AI professional._x000D_
",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4529,Microsoft Future Ready: Data Query with Transact-SQL (T-SQL),https://www.futurelearn.com/courses/querying-data-with-transact-sql-et,"_x000D_
Grow your  understanding of Transact-SQ and explore the Transact-SQL language. _x000D_
",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Data Query with Transact-SQL (T-SQL),https://www.futurelearn.com/courses/querying-data-with-transact-sql-et,"_x000D_
Grow your  understanding of Transact-SQ and explore the Transact-SQL language. _x000D_
",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4530,Microsoft Future Ready: Data Science Research Methods on Python Programming,https://www.futurelearn.com/courses/cloudswyft-msft-dsrm-pythonedition,"_x000D_
Discover how strong research methodologies will support your data science projects and analysis. ",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Data Science Research Methods on Python Programming,https://www.futurelearn.com/courses/cloudswyft-msft-dsrm-pythonedition,"_x000D_
Discover how strong research methodologies will support your data science projects and analysis. ",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4531,Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,https://www.futurelearn.com/courses/designing-and-implementing-data-science-solution-on-azure-et,"Develop your understanding of how to design and implement a data science solution on Microsoft Azure._x000D_
",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,https://www.futurelearn.com/courses/designing-and-implementing-data-science-solution-on-azure-et,"Develop your understanding of how to design and implement a data science solution on Microsoft Azure._x000D_
",6 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4532,Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,https://www.futurelearn.com/courses/designing-and-implementing-data-science-solution-on-azure-et2,"Develop your understanding of how to design and implement a data science solution on Microsoft Azure._x000D_
",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,https://www.futurelearn.com/courses/designing-and-implementing-data-science-solution-on-azure-et2,"Develop your understanding of how to design and implement a data science solution on Microsoft Azure._x000D_
",6 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4533,Microsoft Future Ready: Essential Mathematics for Machine Learning and AI,https://www.futurelearn.com/courses/essential-mathematics-for-mla-ai,"_x000D_
Learn the mathematical foundations required to put you on your career path as a machine learning engineer or AI professional._x000D_
",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Essential Mathematics for Machine Learning and AI,https://www.futurelearn.com/courses/essential-mathematics-for-mla-ai,"_x000D_
Learn the mathematical foundations required to put you on your career path as a machine learning engineer or AI professional._x000D_
",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4534,Microsoft Future Ready: Introduction to Python Programming,https://www.futurelearn.com/courses/introduction-to-python-new,"_x000D_
Uncover how to use Python programming within your data science projects ",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Introduction to Python Programming,https://www.futurelearn.com/courses/introduction-to-python-new,"_x000D_
Uncover how to use Python programming within your data science projects ",5 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4535,Neuroleadership and Conceptual Approaches in Educational Neuroscience,https://www.futurelearn.com/courses/neuroleadership,"9,257 enrolled on this course",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Neuroleadership and Conceptual Approaches in Educational Neuroscience,https://www.futurelearn.com/courses/neuroleadership,"9,257 enrolled on this course",3 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4536,Neuroplasticians and Neuromyths,https://www.futurelearn.com/courses/neuroplasticians-and-neuromyths,"6,885 enrolled on this course",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Neuroplasticians and Neuromyths,https://www.futurelearn.com/courses/neuroplasticians-and-neuromyths,"6,885 enrolled on this course",4 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
4537,Battery Storage: Understanding the Battery Revolution,https://www.futurelearn.com/courses/energy-storage,Learn about the importance of energy storage and understand the role of batteries and battery technology.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Battery Storage: Understanding the Battery Revolution,https://www.futurelearn.com/courses/energy-storage,Learn about the importance of energy storage and understand the role of batteries and battery technology.,3 hours,,,,,,,,
4538,Energy Systems Integration: An Introduction,https://www.futurelearn.com/courses/introduction-to-energy-systems-integration,Discover innovative sustainable energy systems solutions and explore an integrated perspective on the energy market.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Energy Systems Integration: An Introduction,https://www.futurelearn.com/courses/introduction-to-energy-systems-integration,Discover innovative sustainable energy systems solutions and explore an integrated perspective on the energy market.,2 hours,,,,,,,,
4539,Data Science in the Games Industry,https://www.futurelearn.com/courses/gaming-big-data,Learn how the games industry can use big data to enhance the gaming experience and increase profits. ,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Data Science in the Games Industry,https://www.futurelearn.com/courses/gaming-big-data,Learn how the games industry can use big data to enhance the gaming experience and increase profits. ,3 hours,,,,,,,,
4540,Flexagons and the Math Behind Twisted Paper,https://www.futurelearn.com/courses/flexagons,Learn how to make flexagons - beautiful and unique paper constructions - and explore the math behind them.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Flexagons and the Math Behind Twisted Paper,https://www.futurelearn.com/courses/flexagons,Learn how to make flexagons - beautiful and unique paper constructions - and explore the math behind them.,2 hours,,,,,,,,
4541,Transforming Energy Systems: Why Governance Matters,https://www.futurelearn.com/courses/transforming-energy-systems,Tackling climate change demands profound and rapid energy system transformation. Discover how effective governance enables this.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Transforming Energy Systems: Why Governance Matters,https://www.futurelearn.com/courses/transforming-energy-systems,Tackling climate change demands profound and rapid energy system transformation. Discover how effective governance enables this.,4 hours,,,,,,,,
4542,"Maths Puzzles: Cryptarithms, Symbologies and Secret Codes",https://www.futurelearn.com/courses/maths-puzzles,"Explore and solve encrypted maths puzzles, in which numbers are replaced by letters or symbols, with this free online course.",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,"Maths Puzzles: Cryptarithms, Symbologies and Secret Codes",https://www.futurelearn.com/courses/maths-puzzles,"Explore and solve encrypted maths puzzles, in which numbers are replaced by letters or symbols, with this free online course.",4 hours,,,,,,,,
4543,Next Generation Biosecurity: Responding to 21st Century Biorisks,https://www.futurelearn.com/courses/biosecurity,"Learn about biosecurity, biosafety and bioethics, and why they're vital - inside and outside of the lab._x000D_
",,,,,,,,,,6 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Next Generation Biosecurity: Responding to 21st Century Biorisks,https://www.futurelearn.com/courses/biosecurity,"Learn about biosecurity, biosafety and bioethics, and why they're vital - inside and outside of the lab._x000D_
",4 hours,,,,,,,,
4544,Ageing and The Brain: The Impact of Neurodegenerative Diseases,https://www.futurelearn.com/courses/brain-ageing,Learn what happens to the brain as neurodegenerative diseases progress and study the latest research on brain disorder prevention.,,,,,,,,,,5 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Ageing and The Brain: The Impact of Neurodegenerative Diseases,https://www.futurelearn.com/courses/brain-ageing,Learn what happens to the brain as neurodegenerative diseases progress and study the latest research on brain disorder prevention.,5 hours,,,,,,,,
4545,Understanding and Teaching Evolution,https://www.futurelearn.com/courses/understanding-evolution,Learn key concepts in biological evolution and find out how to integrate them into the classroom.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Understanding and Teaching Evolution,https://www.futurelearn.com/courses/understanding-evolution,Learn key concepts in biological evolution and find out how to integrate them into the classroom.,3 hours,,,,,,,,
4546,"An Introduction to Recreational Math: Fun, Games, and Puzzles",https://www.futurelearn.com/courses/recreational-math,"Explore and enjoy 'recreational' math, while boosting your creative and deductive thinking skills.",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,"An Introduction to Recreational Math: Fun, Games, and Puzzles",https://www.futurelearn.com/courses/recreational-math,"Explore and enjoy 'recreational' math, while boosting your creative and deductive thinking skills.",2 hours,,,,,,,,
4547,IUCN Red List of Ecosystems: The Global Standard for Assessing Risks to Ecosystems,https://www.futurelearn.com/courses/global-standard-for-assessing-risks-to-ecosystems,This course introduces the IUCN Red List of Ecosystems and its successful use and policy impact through real-world case studies.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,IUCN Red List of Ecosystems: The Global Standard for Assessing Risks to Ecosystems,https://www.futurelearn.com/courses/global-standard-for-assessing-risks-to-ecosystems,This course introduces the IUCN Red List of Ecosystems and its successful use and policy impact through real-world case studies.,5 hours,,,,,,,,
4548,Identifying Food Fraud,https://www.futurelearn.com/courses/food-fraud,An introduction to modern analytical science techniques and how they can be used to uncover food fraud.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Identifying Food Fraud,https://www.futurelearn.com/courses/food-fraud,An introduction to modern analytical science techniques and how they can be used to uncover food fraud.,2 hours,,,,,,,,
4549,Technology Metals for a Green Future,https://www.futurelearn.com/courses/technology-metals-for-a-green-future,"Learn how critical raw materials are found and used, and explore their role in contributing to a more sustainable future.",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Technology Metals for a Green Future,https://www.futurelearn.com/courses/technology-metals-for-a-green-future,"Learn how critical raw materials are found and used, and explore their role in contributing to a more sustainable future.",4 hours,,,,,,,,
4550,Forensic Facial Reconstruction: Finding Mr. X,https://www.futurelearn.com/courses/forensic-facial-reconstruction,Learn about the forensic technique of facial reconstruction from the experts involved in a real crime case.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Forensic Facial Reconstruction: Finding Mr. X,https://www.futurelearn.com/courses/forensic-facial-reconstruction,Learn about the forensic technique of facial reconstruction from the experts involved in a real crime case.,2 hours,,,,,,,,
4551,Technical Report Writing for Engineers,https://www.futurelearn.com/courses/technical-report-writing-for-engineers,Get an introduction to technical report writing. Find out how to communicate your ideas through well-written engineering reports.,,,,,,,,,,6 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Technical Report Writing for Engineers,https://www.futurelearn.com/courses/technical-report-writing-for-engineers,Get an introduction to technical report writing. Find out how to communicate your ideas through well-written engineering reports.,3 hours,,,,,,,,
4552,Discover Dentistry,https://www.futurelearn.com/courses/discover-dentistry,Discover the fascinating world of dentistry and explore the impact dentistry has on our lives.,,,,,,,,,,6 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Discover Dentistry,https://www.futurelearn.com/courses/discover-dentistry,Discover the fascinating world of dentistry and explore the impact dentistry has on our lives.,3 hours,,,,,,,,
4553,The Musculoskeletal System: The Science of Staying Active into Old Age,https://www.futurelearn.com/courses/musculoskeletal,Demystify the ageing process and learn how our everyday behaviours are likely to affect our long-term musculoskeletal health.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,The Musculoskeletal System: The Science of Staying Active into Old Age,https://www.futurelearn.com/courses/musculoskeletal,Demystify the ageing process and learn how our everyday behaviours are likely to affect our long-term musculoskeletal health.,3 hours,,,,,,,,
4554,Construction Ethics and Compliance,https://www.futurelearn.com/courses/construction-ethics-compliance,"Find out how to stay ethical, compliant and professional in the construction industry, with this free online course from the CIOB.",,,,,,,,,,5 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Construction Ethics and Compliance,https://www.futurelearn.com/courses/construction-ethics-compliance,"Find out how to stay ethical, compliant and professional in the construction industry, with this free online course from the CIOB.",2 hours,,,,,,,,
4555,Quality in Construction,https://www.futurelearn.com/courses/construction-quality,Understand the impact of poor quality and how to manage construction quality with this course for construction professionals.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Quality in Construction,https://www.futurelearn.com/courses/construction-quality,Understand the impact of poor quality and how to manage construction quality with this course for construction professionals.,2 hours,,,,,,,,
4556,Supercomputing,https://www.futurelearn.com/courses/supercomputing,Discover how supercomputers work and the real-life scientific breakthroughs made possible by today’s computer simulations.,,,,,,,,,,5 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Supercomputing,https://www.futurelearn.com/courses/supercomputing,Discover how supercomputers work and the real-life scientific breakthroughs made possible by today’s computer simulations.,3 hours,,,,,,,,
